content,content_ing
"sebenernnya lebih suka belanja tokped , cuma sekarang dah males karna jasa kirim ada gratis ongtidakirnya selalu j*e,, sering bermasalah jasa pengiriman ini, pernah kiriman ga anter sampe rumah berbagai alasan suruh ngambil gudang nya,, pernah udah sampe estimasi tgl terima ga nyampe pesanan ,, amburadul jasa pengiriman jadi males belanja tokped ,,, aplikasi belanja sebelah selalu pake jnt ada gratis ontidakirnya , selalu aman pesanan saya.","actually prefer shopping tokped, only now lazy because there is a free shipping service, but always J*e, often the problem of this shipping service, never shipped until the house is various reasons for taking the warehouse, it has been estimated to receive the date of not arriving at the dateorder ,, chaotic shipping services so lazy shopping tokped ... the shopping application next door always uses JNT there is free ont, always safe."
mau atur pembayaran aja lemot banget min. loading nunggu satu abad gak kelar mau update install aplikasinya kadang kendala gak lewat play store,"just want to set the payment is really slow, min.Loading waiting for a century not to finish wanting to update the application install sometimes the obstacle is not through the Play Store"
"kira sama keluhannya lain,saya suka belanja tokped,tapi semakin sini semakin ga mikir,instan kurir nunggu 3x24 jam,aneh bacanya,...dan kurir yang direkomended ga rekomended,..","We are the same as other complaints, I like shopping to Tokopedia, but the more here we don't think, instant courier waiting 3x24 hours, weird reading, ... and the recommended courier is not recommended, .."
"pengguna baru beberapa produk dikasih serba seribu. pas cekout tau tau 9000. pas udah cekout, ditungguin barangnya eh besoknya dicancel sama sistem. aneh saldo tulisannya refund, cek ga ada. mesti tarik dulu. pas mau penarikan 9rb ga njir, minimal 10rb penarikan saldo. terus tahan di sistem uang saya? udah ngecancel sepihak, saldo ditahan pula, taeeeee. udah paling bener pake toko oren aja","New users several products are given all thousand.When I check out, you know 9000. When I have checked, I am waiting for the item, eh the next day the system will be in the next day.Strange the writing balance is refund, check no.have to pull first.When I want to withdraw 9 thousand, it doesn't work, at least 10 thousand withdrawal balances.Continue to hold on to my money system?Already tangel unilaterally, the balance was arrested too, Taeeeee.Already the most right to use the Oren shop"
"aplikasi usang. live chatnya menggunakan penjawab otomatis. penjualnya banyak jarang aktif & lambat respon. kalau dibandintidakan shopee kalah jauh. makanya tokopedia cenderung sepi walaupun kadang voucher diskon. shopee ada gratis ontidakir dikasihnya pakai sapexpress tokped ini. ekspedisi antah berantah, reguler 1 minggu lebih bebelum sampai. shopee gratis ontidakir tetap menggunakan ekspedisi terbaik seperti di tokped ini.","Old application.The live chat uses automatic answering.The seller is rarely active & slow response.If compared to Shopee far behind.So Tokopedia tends to be quiet even though sometimes discount vouchers.Shopee there is free ontidakir given this Sapexpress Tokped.The middle of middle expedition, regular 1 week more than up.Shopee Free Ontidakir still uses the best expeditions like in this tokped."
pembeli . payment barang ga dateng2 karna masalah expedisi jne nya barang hilang .akhirnya ajukan refund . tappppppppiiiiiii dana refund bebelum turun . sama kacaunya kaya jne . mending market place orange refund 1x24 jam ada cacicu cacicu . jangan disini belanja2 online . kacau,buyer .The payment of goods does not come because the JNE expedition problem is missing. Finally submit a refund.TAPPPPPPPPIIIIIIII Dana Refund Bebelum Decreased.Same with the chaos like JNE.Better Market Place Orange Refund 1x24 Hours There is Cacicu Cacicu.Don't shop online.chaotic
"biasa belanja tokped pengiriman cepat ahir"" belanja tokped sangat mengecewakan,,barang banyak tidak sampai beberqpa kali tlfn ekspedisinya,,tolong perbaiki sistem pengirimannya gak usah pake ekspedisi rekomemdasi,,","Usually shopping for fast shipping fast shipping ""Shopping tokped is very disappointing ,, a lot of items do not until the time of the Expedition times, please fix the delivery system, don't use the recommendation expedition ,,"
"pelanggan tokopedia selama ini, baru kali kecewa berat kurir rekomendasinya menggunakan id express, padahal pesanan sudah dipickup dri tgl 16 apr sampe th pulogadung 18 apr sampe sekarang tgl 24 bebelum jalan sana saya bebelum terima barangnya dikomplain pihak tokopedia terkait kurir tak tanggapannya sama sekali mesin menjawab, dong dipilah kurirnya kalau gak mau pelanggannya kabur","Tokopedia customers so far, just being disappointed in the courier recommendations using ID Express, even though the order has been pickup from 16 Apr until Pulogadung 18 Apr until now on 24 Bebelum there I have received the goods being complained, please sort the courier if you don't want the customer to run away"
"edit review. tetap bintang 1. ui aplikasi terbaik. pengiriman sering lama. kurir rekomendasi sangat direkomendasikan 👎🏻👎🏻👎🏻 fitur retur barang paling ribet dibanding semua ecommerce. penyelesaian selalu lebih dr 1 bulan sampe bener2 slesai. promo jangan tanya, salah 1 paling pelit. banyak seller penipu ngasih diskon barang dikirim cuma buat naikin traffic tidak ditindak tegas. banyak yang bikin gw jadi makin males buat belanja tokopedia.","Edit review.Star still 1. UI Best Application.Delivery is often long.Recommendation Courier is highly recommended 👎🏻👎🏻👎🏻 The most complicated goods return feature compared to all ecommerce.The settlement is always more than 1 month until it's true.Promo don't ask, one of the most stingy.Many con artist sellers give discounts on goods sent just to take traffic not dealt with firmly.Many make me even more lazy for shopping to Tokopedia."
"fitur barang kalau ga atau tersedia, jangan barang nya dah order terus jadi malah ga ada , mana udah tf 🥲 saldo balik ga full isi nya pakai di tempat ada biaya penanganan nya 😭😭 jujurly, baru apk langsung abang kecewa berat 😓😓😓🤦🏻‍♀️","Item features if not or available, don't order the item and continue to be there, which isn't there, where is the TF 🥲 the balance back is not full of contents using it at the place there is the fee for handling 😭& honestly, then the apk is directly disappointed 😓😓😓🤦🏻‍♀️"
"pin point alamat kurang akurat sesuai titik mau, berubah otomatis. untuk seller nakal banyak menyematkan lokasi palsu tokonya suatu wilayah tertentu, padahal toko bersantidakutan ada wilayah tersebut, seumpama contoh : lokasi tertera depok, saat kita sebagai konsumen men chekoutnya, pilihan sameday next day tidak ada, malah ada via cargo, logika, masak daerah seller konsumen sama sama didepok pakai cargo","PIN POINT The address is less accurate according to the point of wanting, change automatically.For naughty sellers, there are many fake locations for a particular area, even though the store is in the area, there is an area, for example: the location is listed in Depok, when we as consumers check out, the choice of saleday next day does not exist, instead there is via cargo, logic, cooking seller areaConsumers are the same as being topped with cargo"
"kapok belanja lewat tokopedia, beli barang pakai kurir cargo jne jtr, jakarta tangerang, tgl 16 april hari tgl 29 april barang bebelum kejelasan, ontidakirnya mahal, complain juga, barang bebelum tahu kapan nya","Kapok shopping via Tokopedia, buy goods wearing jne jtr cargo courier, jakarta tangerang, on April 16 the day April 29 items are clarity, the onthesis is expensive, complain"
"udah betah sama tokopedia, semoga kedepannya jadi semakin lebih baik dan jangan lupa sering"" kasih kupon spesial kamu sebagai mahasiswa saya sangat terbantu kupon tersebut membeli sembako/kebutuhan sehari"" gratis minimum belanja wkwk","Already at home with Tokopedia, hopefully in the future it will be better and don't forget to often ""give your special coupon as a student I am very helpful for the coupon to buy food/daily needs"" for free shopping minimum wkwk shopping"
pake kurir rekomendasi paket udah hampir 2 mimggu gak sampe. penanganan komplain buruk. gak customer service bisa dihubungin. kalau urusan udah selesai mau langsung hapus aplikasi. kapok deh belanja disini lagi.,Use the packet recommendation courier is almost 2 mimggu not arriving.Handling bad complaints.No customer service can be contacted.If the business is finished want to immediately delete the application.Kapok deh shopping here again.
"ni aplikasi lama2 kaya k**tol, udah bbrapa kali. belanja dpet voucher 2x, harga murah. trus udah bayar, tiba-tiba dibatalkan sistem sepihak lu pikir transfer repot, pake atm bayar alfa/ indo segala. tolol banget tau kalau mau dibatalin harusnya dr awal jangan pas udah bayar. makin lama bukannya makin tambah baik, malah tambah drop mending belanja dishopee lazada","This is the old application, rich, K ** toll, it's already a few times.Shopping for 2x vouchers, low prices.Then you've paid, suddenly you canceled the unilateral system thinking the transfer is a hassle, using ATM paying alpha/ indo everything.Very stupid knowing if you want to be canceled from the beginning, don't just pay.The longer it is instead of getting better, instead it will drop mending lazada dishoopee shopping"
"toped amanah. lagi jaminan pesanan tujuan ataupun jaminanan refund / pengembalian dana transaksi pesanan gagal kapok... kapok .. tidak dipercaya #auto_uninstall kirain dah lama tidak make pembenahan, nyatanya makin buruk aja . masa pengiriman jakarta purwokerto order tanggal 2 - 9 tepatnya hari belom sampe, udah gitu proses lacak susah tidak diupdate"". mau tak ambil gerai expedisinya bingung auto pindah aja deh.","Toped Amanah.Again, guarantee the order or herbal medicine refund / refund of transaction funds ordered failed to give up ... Kapok ... not trusted #Auto_uninstall I think it's not long to make improvement, in fact it is getting worse.The delivery period of Jakarta Purwokerto ordered on 2-9 exact day to the day hasn't arrived, it's already a difficult tracking process."
